Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
2003-01-26,76.88,240.0,12484,1793,87.03
2003-01-19,77.24,240.0,13636,1793,95.06
2003-01-12,77.2,240.0,13677,1793,95.35
2003-01-05,87.64,240.0,14524,1793,101.25
2002-12-29,87.91,240.0,14532,1793,101.31
2002-12-22,77.15,100.0,14479,1793,100.94
2002-12-15,77.11,100.0,14485,1793,100.98
2002-12-08,77.14,100.0,14488,1793,101.0
2002-12-01,76.84,100.0,14521,1793,101.23
2002-11-24,76.61,100.0,14283,1793,99.57
2002-11-17,76.55,100.0,13968,1793,97.38
2002-11-10,76.56,100.0,14489,1793,101.01
2002-11-03,76.78,100.0,13996,1793,97.57
2002-10-27,76.8,100.0,14458,1793,100.79
2002-10-20,76.63,100.0,14495,1793,101.05
2002-10-13,75.14,100.0,14527,1793,101.28
2002-10-06,76.23,100.0,14257,1793,99.39
2002-09-29,76.19,100.0,14284,1793,99.58
2002-09-22,75.77,100.0,14290,1793,99.62
2002-09-15,75.85,100.0,12923,1793,90.09
2002-09-08,76.66,100.0,14068,1793,98.08
2002-09-01,76.2,100.0,14503,1793,101.11
2002-08-25,75.59,100.0,14503,1793,101.11
2002-08-18,75.4,100.0,14515,1793,101.19
2002-08-11,75.24,100.0,14514,1793,101.19
2002-08-04,75.0,100.0,14515,1793,101.19
2002-07-28,74.73,100.0,14522,1793,101.24
2002-07-21,75.03,100.0,14510,1793,101.16
2002-07-14,75.11,100.0,14515,1793,101.19
2002-07-07,75.13,100.0,14520,1793,101.23
2002-06-30,74.42,100.0,14521,1793,101.23
2002-06-23,73.45,100.0,14515,1793,101.19
2002-06-16,73.39,100.0,14511,1793,101.16
2002-06-09,73.28,100.0,14515,1793,101.19
2002-06-02,73.7,100.0,14518,1793,101.21
2002-05-26,73.56,100.0,14520,1793,101.23
2002-05-19,73.57,100.0,14518,1793,101.21
2002-05-12,73.46,100.0,14513,1793,101.18
2002-05-05,74.26,100.0,16313,1793,101.09
2002-04-28,73.64,100.0,14516,1793,101.2
2002-04-21,73.25,100.0,14524,1793,101.25
2002-04-14,73.21,100.0,14523,1793,101.25
2002-04-07,73.3,100.0,14527,1793,101.28
2002-03-31,73.2,100.0,14529,1793,101.29
2002-03-24,73.2,100.0,14532,1793,101.31
2002-03-17,73.52,100.0,14505,1793,101.12
2002-03-10,73.4,100.0,14512,1793,101.17
2002-03-03,73.95,100.0,14494,1793,101.05
2002-02-24,73.33,100.0,14532,1793,101.31
2002-02-17,73.12,100.0,14483,1793,100.97
2002-02-10,73.24,90.0,14344,1793,100.0
2002-02-03,73.39,90.0,14316,1793,99.8
2002-01-27,72.87,90.0,14523,1793,101.25
2002-01-20,72.29,90.0,14511,1793,101.16
2002-01-13,72.37,90.0,14487,1793,101.0
2002-01-06,70.35,90.0,14521,1793,101.23
2001-12-30,77.69,90.0,14518,1793,101.21
2001-12-23,71.93,90.0,14528,1793,101.28
2001-12-16,71.29,90.0,14521,1793,101.23
2001-12-09,70.77,90.0,14523,1793,101.25
2001-12-02,71.24,90.0,14499,1793,101.08
2001-11-25,71.33,90.0,14522,1793,101.24
2001-11-18,71.04,90.0,14515,1793,101.19
2001-11-11,71.32,90.0,14520,1793,101.23
2001-11-04,68.81,90.0,14521,1793,101.23
2001-10-28,69.13,90.0,14528,1793,101.28
2001-10-21,69.66,90.0,14505,1793,101.12
2001-10-14,69.78,90.0,14518,1793,101.21
2001-10-07,70.52,90.0,14524,1793,101.25
2001-09-30,71.09,90.0,14524,1793,101.25
2001-09-23,77.59,90.0,12096,1793,84.33
2001-09-16,66.22,90.0,5737,1793,53.33
2001-09-09,70.73,90.0,14503,1793,101.11
2001-09-02,70.79,90.0,14518,1793,101.21
2001-08-26,70.85,90.0,14521,1793,101.23
2001-08-19,70.84,90.0,14523,1793,101.25
2001-08-12,70.51,90.0,14516,1793,101.2
2001-08-05,71.27,90.0,14522,1793,101.24
2001-07-29,70.25,90.0,14530,1793,101.3
2001-07-22,70.01,90.0,14516,1793,101.2
2001-07-15,69.85,90.0,14508,1793,101.14
2001-07-08,70.12,90.0,14516,1793,101.2
2001-07-01,69.64,90.0,14519,1793,101.22
2001-06-24,69.48,90.0,14507,1793,101.14
2001-06-17,69.35,90.0,14503,1793,101.11
2001-06-10,69.61,90.0,14496,1793,101.06
2001-06-03,69.35,90.0,14519,1793,101.22
2001-05-27,69.29,90.0,14507,1793,101.14
2001-05-20,69.27,90.0,14499,1793,101.08
2001-05-13,69.3,90.0,14507,1793,101.14
2001-05-06,68.95,90.0,14501,1793,101.09
2001-04-29,68.85,90.0,14508,1793,101.14
2001-04-22,68.77,90.0,14512,1793,101.17
2001-04-15,68.7,90.0,14511,1793,101.16
2001-04-08,69.08,90.0,14503,1793,101.11
2001-04-01,68.91,90.0,14509,1793,101.15
2001-03-25,68.96,90.0,14511,1793,101.16
2001-03-18,68.93,90.0,14512,1793,101.17
2001-03-11,69.0,90.0,14516,1793,101.2
2001-03-04,69.09,90.0,14513,1793,101.18
2001-02-25,69.21,90.0,14501,1793,101.09
2001-02-18,69.29,90.0,14515,1793,101.19
2001-02-11,69.37,90.0,14516,1793,101.2
2001-02-04,69.46,90.0,14514,1793,101.19
2001-01-28,69.37,90.0,14525,1793,101.26
2001-01-21,70.15,90.0,14525,1793,101.26
2001-01-14,69.23,90.0,14521,1793,101.23
2001-01-07,69.24,90.0,14527,1793,101.28
2000-12-31,76.81,95.0,14528,1793,101.28
2000-12-24,76.7,90.0,14521,1793,101.23
2000-12-17,67.25,90.0,14519,1793,101.22
2000-12-10,66.9,90.0,14519,1793,101.22
2000-12-03,67.2,90.0,14517,1793,101.21
2000-11-26,69.18,90.0,14522,1793,101.24
2000-11-19,67.09,90.0,14508,1793,101.14
2000-11-12,67.29,90.0,14516,1793,101.2
2000-11-05,67.1,90.0,14520,1793,101.23
2000-10-29,67.4,90.0,14519,1793,101.22
2000-10-22,67.39,90.0,14515,1793,101.19
2000-10-15,67.35,90.0,14517,1793,101.21
2000-10-08,67.34,90.0,14518,1793,101.21
2000-10-01,66.75,90.0,14517,1793,101.21
2000-09-24,66.9,90.0,14519,1793,101.22
2000-09-17,66.83,90.0,14515,1793,101.19
2000-09-10,66.8,90.0,14522,1793,101.24
2000-09-03,67.26,90.0,14518,1793,101.21
2000-08-27,66.46,90.0,14512,1793,101.17
2000-08-20,67.04,90.0,14515,1793,101.19
2000-08-13,67.08,90.0,14519,1793,101.22
2000-08-06,67.02,90.0,14518,1793,101.21
2000-07-30,67.1,90.0,14528,1793,101.28
2000-07-23,66.89,90.0,14517,1793,101.21
2000-07-16,66.61,90.0,14511,1793,101.16
2000-07-09,66.78,90.0,14517,1793,101.21
2000-07-02,66.72,90.0,14514,1793,101.19
2000-06-25,66.26,90.0,14508,1793,101.14
2000-06-18,66.44,90.0,14517,1793,101.21
2000-06-11,65.94,90.0,14508,1793,101.14
2000-06-04,66.41,90.0,14521,1793,101.23
2000-05-28,66.34,90.0,14514,1793,101.19
2000-05-21,66.46,90.0,14510,1793,101.16
2000-05-14,66.36,90.0,14513,1793,101.18
2000-05-07,66.11,90.0,14514,1793,101.19
2000-04-30,66.24,90.0,14519,1793,101.22
2000-04-23,66.45,90.0,14518,1793,101.21
2000-04-16,66.14,90.0,14514,1793,101.19
2000-04-09,66.09,90.0,14500,1793,101.09
2000-04-02,66.22,90.0,14509,1793,101.15
2000-03-26,64.71,90.0,14516,1793,101.2
2000-03-19,64.57,90.0,14520,1793,101.23
2000-03-12,64.3,90.0,14514,1793,101.19
2000-03-05,64.37,90.0,14524,1793,101.25
2000-02-27,64.39,90.0,14515,1793,101.19
2000-02-20,64.4,90.0,14527,1793,101.28
2000-02-13,64.61,90.0,14523,1793,101.25
2000-02-06,64.57,90.0,14519,1793,101.22
2000-01-30,64.13,85.0,14520,1793,101.23
2000-01-23,64.13,85.0,14509,1793,101.15
2000-01-16,64.06,85.0,14513,1793,101.18
2000-01-09,63.95,80.0,14508,1793,101.14
2000-01-02,73.97,90.0,14509,1793,101.15
1999-12-26,72.96,90.0,14531,1793,101.3
1999-12-19,62.94,80.0,14522,1793,101.24
1999-12-12,62.72,80.0,14510,1793,101.16
1999-12-05,62.99,80.0,14508,1793,101.14
1999-11-28,64.68,80.0,14514,1793,101.19
1999-11-21,63.36,80.0,16319,1793,101.13
1999-11-14,62.71,80.0,14512,1793,101.17
1999-11-07,62.94,80.0,14518,1793,101.21
1999-10-31,61.73,80.0,14518,1754,103.46
1999-10-24,61.19,80.0,14514,1754,103.44
1999-10-17,61.33,80.0,14502,1754,103.35
1999-10-10,61.04,80.0,14509,1754,103.4
1999-10-03,61.11,80.0,14502,1754,103.35
1999-09-26,61.54,80.0,14381,1754,102.49
1999-09-19,61.53,80.0,14245,1754,101.52
1999-09-12,62.03,80.0,14199,1754,101.19
1999-09-05,61.69,80.0,14196,1754,101.17
1999-08-29,61.61,80.0,14218,1754,101.33
1999-08-22,60.91,80.0,14218,1754,101.33
1999-08-15,61.16,80.0,14212,1754,101.28
1999-08-08,61.82,80.0,14218,1754,101.33
1999-08-01,61.15,80.0,14216,1754,101.31
1999-07-25,61.17,80.0,14222,1754,101.35
1999-07-18,62.0,80.0,14215,1754,101.3
1999-07-11,61.13,80.0,14225,1754,101.38
1999-07-04,61.58,80.0,13327,1754,94.98
1999-06-27,60.68,80.0,14218,1754,101.33
1999-06-20,60.48,80.0,14224,1754,101.37
1999-06-13,60.14,80.0,14216,1754,101.31
1999-06-06,60.19,80.0,14217,1754,101.32
1999-05-30,60.85,80.0,14209,1754,101.26
1999-05-23,60.61,80.0,14210,1754,101.27
1999-05-16,60.45,80.0,14207,1754,101.25
1999-05-09,60.2,80.0,14213,1754,101.29
1999-05-02,60.15,80.0,14209,1754,101.26
1999-04-25,59.47,80.0,14218,1754,101.33
1999-04-18,59.62,80.0,14204,1754,101.23
1999-04-11,59.42,80.0,14206,1754,101.24
1999-03-28,59.36,80.0,14216,1754,101.31
1999-03-21,59.87,80.0,14214,1754,101.3
1999-03-14,59.67,80.0,14212,1754,101.28
1999-03-07,59.39,80.0,14211,1754,101.28
1999-02-28,59.63,80.0,14209,1754,101.26
1999-02-21,59.37,80.0,14211,1754,101.28
1999-02-14,59.46,80.0,14203,1754,101.22
1999-02-07,59.46,80.0,14205,1754,101.23
1999-01-31,59.26,80.0,14199,1754,101.19
1999-01-24,59.39,80.0,14193,1754,101.15
1999-01-17,58.78,80.0,14206,1754,101.24
1999-01-10,59.22,80.0,14195,1754,101.16
1999-01-03,69.64,95.0,14204,1754,101.23
1998-12-27,69.05,80.0,14216,1754,101.31
1998-12-20,58.38,80.0,14191,1745,101.65
1998-12-13,58.56,80.0,15949,1745,101.55
1998-12-06,57.91,80.0,14198,1745,101.7
1998-11-29,59.63,80.0,14204,1745,101.75
1998-11-22,57.82,80.0,14201,1745,101.73
1998-11-15,57.81,80.0,14187,1745,101.63
1998-11-08,58.1,80.0,14202,1745,101.73
1998-11-01,57.97,80.0,14205,1745,101.76
1998-10-25,57.93,80.0,14193,1745,101.67
1998-10-18,57.72,75.0,14193,1745,101.67
1998-10-11,58.13,75.0,14217,1745,101.84
1998-10-04,57.96,75.0,14208,1745,101.78
1998-09-27,57.74,75.0,14211,1745,101.8
1998-09-20,65.67,75.0,14178,1745,90.28
1998-09-13,57.66,75.0,14205,1745,101.76
1998-09-06,57.88,75.0,14208,1745,101.78
1998-08-30,58.04,75.0,14204,1745,101.75
1998-08-23,57.69,75.0,14195,1745,101.68
1998-08-16,57.63,75.0,14203,1745,101.74
1998-08-09,57.52,75.0,14193,1745,101.67
1998-08-02,57.68,75.0,14192,1745,101.66
1998-07-26,57.28,75.0,14196,1745,101.69
1998-07-19,57.66,75.0,14075,1745,100.82
1998-07-12,57.38,75.0,14196,1745,101.69
1998-07-05,57.09,75.0,13202,1745,94.57
1998-06-28,57.22,75.0,14197,1745,101.7
1998-06-21,57.21,75.0,14216,1745,101.83
1998-06-14,56.92,75.0,14189,1745,101.64
1998-06-07,56.88,75.0,14164,1745,101.46
1998-05-31,57.2,75.0,14042,1745,100.59
1998-05-24,57.18,75.0,14094,1745,100.96
1998-05-17,57.14,75.0,14076,1745,100.83
1998-05-10,57.09,75.0,14030,1745,100.5
1998-05-03,56.99,75.0,14090,1745,100.93
1998-04-26,57.03,75.0,14096,1745,100.97
1998-04-19,56.99,75.0,14082,1745,100.87
1998-04-12,57.68,75.0,14120,1745,101.15
1998-04-05,57.14,75.0,14148,1745,101.35
1998-03-29,57.14,75.0,14090,1745,100.93
1998-03-22,56.78,75.0,14099,1745,101.0
1998-03-15,56.61,75.0,14117,1745,101.12
1998-03-08,57.05,75.0,14098,1745,100.99
1998-03-01,57.03,75.0,13997,1745,100.27
1998-02-22,57.18,75.0,14031,1745,100.51
1998-02-15,57.03,75.0,14022,1745,100.44
1998-02-08,57.07,75.0,13992,1745,100.23
1998-02-01,57.22,75.0,14015,1745,100.39
1998-01-25,57.27,75.0,14011,1745,100.37
1998-01-18,56.93,75.0,14007,1745,100.34
1998-01-11,57.06,75.0,14024,1745,100.46
1998-01-04,60.21,75.0,14128,1745,101.2
1997-12-28,61.84,75.0,14131,1745,101.22
1997-12-21,56.58,75.0,14115,1745,101.11
1997-12-14,56.29,75.0,14097,1745,100.98
1997-12-07,56.5,75.0,14103,1745,101.02
1997-11-30,57.56,75.0,14088,1745,100.92
1997-11-23,56.08,75.0,13489,1745,96.63
1997-11-16,56.52,75.0,11397,1745,81.64
1997-11-09,56.42,75.0,13372,1745,95.79
1997-11-02,56.75,75.0,11811,1745,84.61
1997-10-26,58.12,75.0,12460,1745,89.26
1997-10-19,59.26,75.0,10645,1745,87.15
